address|balance
0x03dedfcd0b3c2e17c705da248790ef98a6bd5751|11.753432819768841
0x2c6afcd4037c1ed14fa74ff6758e0945a185a8e8|17.6
0xe75c1fb177089f3e58b1067935a6596ef1737fb5|99.91
0x2d0326b23f0409c0c0e9236863a133075a94ba18|210.38
0xe8e9850586e94f5299ab494bb821a5f40c00bd04|3814.999139
0xbc1609d685b76b48ec909aa099219022f89b2ccd|100.00811309998967
0x34958a46d30e30b273ecc6e5d358a212e5307e8c|2000.0
0x8dd6a9bae57f518549ada677466fea8ab04fd9b4|4000.0
0x7286e89cd9de8f7a8a00c86ffdb53992dd9251d1|1940.0
0x8c6f9f4e5b7ae276bf58497bd7bf2a7d25245f64|878.982054324
0x99dfd0504c06c743e46534fd7b55f1f9c7ec3329|54.380666313329506
0x0b369e002e1b4c7913fcf00f2d5e19c58165478f|64.52
0xb124bcb6ffa430fcae2e86b45f27e3f21e81ee08|49.94879164097816
0xae36f7452121913e800e0fcd1a65a5471c23846f|164.0
0x9aaafa0067647ed999066b7a4ca5b4b3f3feaa6f|1000.0
0xa1f5b840140d5a9acef402ac3cc3886a68cad248|2000.0
0x782f52f0a676c77716d574c81ec4684f9a020a97|850.055
0x3d813ff2b6ed57b937dabf2b381d148a411fa085|100.0
0x5a5ee8e9bb0e8ab2fecb4b33d29478be50bbd44b|776.0
0x9e3eb509278fe0dcd8e0bbe78a194e06b6803943|940.0
0x35aaa0465d1c260c420fa30e2629869fb6559207|100.01145487789492
0xb041310fe9eed6864cedd4bee58df88eb4ed3cac|2697.71050303031
0xe6cb3f3124c9c9cc3834b1274bc3336456a38bac|427.382
0x3702e704cc21617439ad4ea27a5714f2fda1e932|1000.0
0x0469e8c440450b0e512626fe817e6754a8152830|2000.0
0xda7ad025ebde25d22243cb830ea1d3f64a566323|500.0
0xd6e8e97ae9839b9ee507eedb28edfb7477031439|2000.0
0x75804aac64b4199083982902994d9c5ed8828f11|273.243494198
0x22e512149a18d369b73c71efa43e86c9edabaf1d|1455.0
0xc2cb1ada5da9a0423873814793f16144ef36b2f3|14.722346
0x3e194b4ecef8bb711ea2ff24fec4e87bd032f7d1|2575.465
0x8ef4d8a2c23c5279187b64e96f741404085385f3|299.598
0x3485361ee6bf06ef6508ccd23d94641f814d3e2f|2000.0
